ta,ss_108,ss_112,ss_133,ss_143,ss_152,ss_156,ss_159,hm_108,hm_112,hm_133,hm_143,hm_152,hm_156,hm_159,rn_108,rn_112,rn_133,rn_143,rn_152,rn_156,rn_159
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50,59,39,27,68,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.157142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,53,63,42,31,72,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.157142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,53,63,42,31,72,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.157142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,53,63,42,31,72,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.7714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,47,66,44,35,73,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.7714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,47,66,44,35,73,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.7714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,47,66,44,35,73,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.7714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,47,66,44,35,73,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.1142857142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,50,71,43,38,74,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.1142857142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,50,71,43,38,74,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.1142857142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,50,71,43,38,74,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
