category_ratio_00,category_ratio_01,category_ratio_02,category_ratio_03,category_ratio_04,category_ratio_05,category_ratio_06,category_ratio_07,category_ratio_08,category_ratio_09,category_ratio_10
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.63836,70.20237,74.05299,79.57537,79.88878,46.4959,47.89281,57.7799,55.72365,72.11413,55.34725
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
60.26118,69.77929,81.76169,87.74031,85.62413,51.68123,59.31215,60.83937,66.02675,75.92209,62.30249
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
57.46472,66.36354,77.47626,86.05777,80.02019,49.50105,57.0346,56.20992,62.74827,71.76863,55.40822
